Title,Category,Auther,Date,Location,Content,URL
"शिक्षा, स्वास्थ्य तथा भौतिक पूर्वाधारका योजनामा विशेष ध्यान –मेयर शेख वकील",स्थानीय,प्रतीक दैनिक,"कार्तिक २७, २०७७",रौतहट,,https://eprateekdaily.com/2020/11/12/5498
भारतीय सीमा नाका खुलाउन धर्ना,स्थानीय,प्रतीक दैनिक,"कार्तिक २८, २०७७",रौतहट,,https://eprateekdaily.com/2020/11/13/5572
निजगढको बकैया ठाकुर विद्यालयलाई बस प्रदान,स्थानीय,प्रतीक दैनिक,"कार्तिक २८, २०७७",निजगढ,,https://eprateekdaily.com/2020/11/13/5556
नेकपाको शुभकामना कार्यक्रम,स्थानीय,प्रतीक दैनिक,"कार्तिक २७, २०७७",ठोरी,,https://eprateekdaily.com/2020/11/12/5493
नेट बैंकिङमा असुविधा भोग्दैछन् ग्राहक,स्थानीय,प्रतीक दैनिक,"कार्तिक २७, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/12/5502
प्रदेश सरकारद्वारा महामारीविरूद्ध तेस्रो चरणको तयारी,स्थानीय,प्रतीक दैनिक,"कार्तिक २८, २०७७",वीरगंज,"तेस्रो चरणको लागि महŒवपूर्ण रहेको अस्पतालमा आधारित उपचार प्रणालीलाई सुदृढ बनाउन प्रदेशभरिका ६ वटा अस्पतालमा २५ शøयाको दरले १५० शøया उच्च निर्भरता कक्ष्ँ निर्माण गर्ने निर्णय भएको छ । यसैगरी, प्रदेश सरकारको आर्थिक सहयोगमा विभिन्न अस्पतालले खरीद गरेका भेन्टिलेटरलाई यथाशीघ्र सञ्चालनमा ल्याउन आवश्यक दक्ष जनशक्ति व्यवस्थापन गर्ने निर्णय भएको छ ।मुख्यमन्त्री लालबाबूराउत गद्दीको अध्यक्षतामा बसेको बैठकले निकट भविष्यमा तयार हुने कोरोनाविरूद्धको खोप व्यवस्थापन गर्न तीन सदस्यीय व्यवस्थापन समिति गठन गरेको छ । सङ्क्रामक रोग विशेषज्ञ एवं विज्ञ समूहका सदस्य डा गरीबनाथ ठाकुरको संयोजकत्वमा गठित समितिमा आपूर्ति महाशाखाका निर्देशक डा प्रमोद यादव र स्वास्थ्य निर्देशनालयका निर्देशक विजय झा छन् ।",https://eprateekdaily.com/2020/11/13/5563
झोला बनाउने तालीम सम्पन्न,स्थानीय,प्रतीक दैनिक,"कार्तिक २८, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/13/5550
सरसफाइ कार्यक्रम,स्थानीय,प्रतीक दैनिक,"कार्तिक २७, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/12/5488
समानीद्वारा पूजा सामग्री वितरण,स्थानीय,प्रतीक दैनिक,"कार्तिक २७, २०७७",सेढवा,,https://eprateekdaily.com/2020/11/12/5485
"पर्सा, बारा र रौतहटमा ७ सङ्क्रमित थपिए",स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/11/5438
"बहुराष्ट्रिय बिस्कुट उद्योग ब्रिटानियामा पुनः हडताल, १२ जना मजदूर हटाएपछि उत्पादन ठप्प",स्थानीय,प्रतीक दैनिक,"कार्तिक २७, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/12/5477
नेकपाले देशको मुहान फेर्ने –पूर्वमन्त्री पौडेल,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/11/5440
वीरगंज महानगरपालिकाद्वारा विद्यालयहरूको अनुगमनलाई निरन्तरता,स्थानीय,प्रतीक दैनिक,"कार्तिक २७, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/12/5491
युवतीको गोली हानी हत्या,स्थानीय,प्रतीक दैनिक,"कार्तिक २७, २०७७",रौतहट,,https://eprateekdaily.com/2020/11/12/5483
छठपछि विद्यालय सञ्चालन हुने,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",सेढवा,,https://eprateekdaily.com/2020/11/11/5443
विद्युत् चुहावट गरी पोलमा मनपरी उपकरण जडान,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",पर्सागढी,,https://eprateekdaily.com/2020/11/11/5435
दुईवटा पसलमा चोरी,स्थानीय,प्रतीक दैनिक,"कार्तिक २७, २०७७",बिरूवागुठी,,https://eprateekdaily.com/2020/11/12/5472
निजगढको खोलाबाट ढुङ्गा तस्करी रोकिएन,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",निजगढ,,https://eprateekdaily.com/2020/11/11/5432
दाइजोको कारण नवविवाहिताको हत्या,स्थानीय,प्रतीक दैनिक,"कार्तिक २७, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/12/5475
विपद् व्यवस्थापन सम्बन्धमा प्रधानाध्यापकहरूलाई तालीम,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/11/11/5404
तपस्वी बम्जनलाई अदालतमा उपस्थित हुन सूचना टाँस,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",निजगढ,,https://eprateekdaily.com/2020/11/11/5426
"आगलागीमा घर सखाप, २ लाखको क्षति",स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/11/11/5418
किसानको धान पालिकाले काट्दै,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",सप्तरी,,https://eprateekdaily.com/2020/11/11/5429
भन्सार छलीका सामान भन्सार चलान,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",रौतहट,,https://eprateekdaily.com/2020/11/11/5400
कोरोनाबाट एकै दिन दुईजनाको मृत्यु,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",सिराहा,,https://eprateekdaily.com/2020/11/11/5414
मौरीको टोकाइबाट आमाछोरी घाइते,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",सर्लाही,,https://eprateekdaily.com/2020/11/11/5402
कृषि ज्ञान केन्द्रका प्रमुखमाथि महासङ्घको घोर भत्र्सना,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",रौतहट,,https://eprateekdaily.com/2020/11/11/5412
सालको काठसहित साइकल नियन्त्रण,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",बिरुवागुठी,,https://eprateekdaily.com/2020/11/11/5407
दुर्घटनामा महिला घाइते,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",बिरूवागुठी,,https://eprateekdaily.com/2020/11/11/5410
रक्सौल विधानसभामा बिजेपी उम्मेदवार प्रमोद सिन्हा विजयी,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",रक्सौल,,https://eprateekdaily.com/2020/11/11/5421
कुटपिट अङ्गभङ्ग मुद्दाका फरार प्रतिवादी पक्राउ,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",रौतहट,,https://eprateekdaily.com/2020/11/11/5416
श्रीवास्तवमाथि कारबाईका लागि उजूरी,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",रौतहट,,https://eprateekdaily.com/2020/11/10/5354
बजियानका किसानहरू दलहन र तेलहन खेतीमा व्यस्त,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",पोखरिया,,https://eprateekdaily.com/2020/11/10/5368
बसले साइकललाई ठोक्दा बालक घाइते,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",पोखरिया,,https://eprateekdaily.com/2020/11/11/5395
पार्टी हितको लागि एकजुट हुन आग्रह,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",पर्सागढी,,https://eprateekdaily.com/2020/11/10/5361
लागूऔषधसहित दुईजना युवक पक्राउ,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/10/5356
अफिमसहित दुईजना पक्राउ,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",निजगढ,,https://eprateekdaily.com/2020/11/10/5366
असोजदेखि शुल्क लिने प्याब्सनको निर्णय,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/10/5371
रक्सौल विधानसभामा बिजेपी उम्मेदवार प्रमोद सिन्हा जीत नजीक,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",रक्सौल,,https://eprateekdaily.com/2020/11/10/5373
विभिन्न पार्टी परित्याग गरी २०० जना नेकपामा प्रवेश,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",बारा,,https://eprateekdaily.com/2020/11/11/5393
शुभकामना कार्यक्रम,स्थानीय,प्रतीक दैनिक,"कार्तिक २६, २०७७",पोखरिया,,https://eprateekdaily.com/2020/11/11/5397
प्रश्नपत्र निर्माणसम्बन्धी गोष्ठी,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",रौतहट,,https://eprateekdaily.com/2020/11/10/5364
पटेर्वासुगौलीमा शुभकामना कार्यक्रम,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",पंचगावाँ,"कार्यक्रममा गापा उपाध्यक्ष ममता महतोले बालबच्चाको जीवन सुधारमा शिक्षकहरूलाई एक भएर अगाडि बढ्न सुझाव दिइन्। उनले शिक्षकबीचको गुट, उपगुटले स्थानीय तहमा काम गर्न अप्ठेरो भएको बताइन्। उनले पार्टीभित्र पनि सोही अनुरूपको गुट, उपगुट हावी भएकोले पर्सा जिल्लामा पराजय भोग्नुपरेको बताइन्। उनले आगामी चुनावमा सबै एक भएर जिल्लामा नेकाको एकाधिकार बनाउन आग्रह गरिन्।युवा नेता चन्द्रकिशोर चौधरीले कम्युनिस्ट सरकारले शिक्षा, स्वास्थ्य, कृषि क्ष्Fेत्रमा खासै प्रगति नगरेको आरोप लगाए। उनले यो क्षेत्रमा सरकारले विभेद गरेको बताए। उनले समाज सुधारमा शिक्षकको भूमिका अहम् हुने हुनाले आफ्नो जिम्मेवारी वहन गर्न सुझाए।नेकाका जिल्ला सदस्य दिनेश चौधरीले शिक्षकविना राजनीतिक सफलता नहुने दाबी गरे। उनले शिक्षकहरूलाई राजनीतिकरूपमा एक हुन आग्रह गरे। एकाइ कमिटी संयोजक हरिराज यादवको अध्यक्षतामा आयोजित कार्यक्रममा नेपाल रेडक्रस पर्साका उपाध्यक्ष भगवती चौधरी, नेका पर्सा क्षेत्र नं ३ का संयोजक सुलेमान मियाँ दर्जी, नेपाल शिक्षक महासङ्घका जिल्ला अध्यक्ष तीर्थराज यादव, शिक्षक सङ्घ पर्साका अध्यक्ष प्रदीप जैसवाल वडाध्यक्षहरू माधव राउत, विजय गैरेलगायतले शुभकामना व्यक्त गरेका थिए।",https://eprateekdaily.com/2020/11/10/5359
मकवानपुरकी निरूलाई पुम्सेमा स्वर्ण पदक,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",मकवानपुर,,https://eprateekdaily.com/2020/11/10/5339
क्लबको भवन भत्काउने विषय विवादमा,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",पोखरिया,,https://eprateekdaily.com/2020/11/10/5351
"समिलबाट अवैध सालको चिरान काठ बरामद, समिल सञ्चालक फरार, खोजी कार्य जारी",स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",बिरुवागुठी,,https://eprateekdaily.com/2020/11/09/5319
पर्सा–बारामा ८ जना सङ्क्रमित थप,स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/09/5317
पानीट्याङ्की सडक निर्माणमा अनियमितता,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/10/5341
फरार ५ जना अभियुक्त पक्राउ,स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",पोखरिया,,https://eprateekdaily.com/2020/11/09/5312
करेन्ट लागेर बसमा सवार महिला घाइते,स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",पचगावाँ,,https://eprateekdaily.com/2020/11/09/5309
शिशुको मृत्यु विषयलाई लिएर विवाद,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/10/5347
सशस्त्र र जनपद प्रहरीबीच ढुङ्गा हानाहान,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/10/5349
लजिस्टिक नियमावली नबन्दा नेपाली आयातकर्ता समस्यामा –व्यवसायी,स्थानीय,प्रतीक दैनिक,"कार्तिक २५, २०७७",परवानीपुर,,https://eprateekdaily.com/2020/11/10/5344
वीरगंजको होटल व्यवसायले गति लिन सकेन,स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/09/5314
वीरगंजमा ट्राफिक व्यवस्थापनबारे छलफल,स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/09/5322
तलब माग्दै प्रशासकीय अधिकृतलाई ज्ञापन,स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",रौतहट,"तलब, भत्ता माग्दै राजदेवी नगरपालिकाका कर्मचारीले प्रशासकीय अधिकृतलाई ज्ञापनपत्र बुझाएका छन्। साउन महीनादेखि तलब–भत्ता नदिएको भन्दै उनीहरूले ज्ञापन दिएका हुन्। कात्तिक २५ गतेसम्म तलब नदिए २६ गतेदेखि विरोध तथा धर्ना कार्यक्रम गर्ने ज्ञापनपत्रमार्फत उनीहरूले चेतावनी दिएका छन्।. दशैं बितेको र दिपावली र छठजस्तो तराईको मुख्य पर्व मुखमा भएको बेला पनि तलब–भत्ता नपाउँदा समस्या भएको उनीहरूले बताए। प्रशासकीय अधिकृत सुबोध साहले परिषद् नभएकोले तलब दिन अप्ठ््यारो भएको बताए। उनले आन्तरिक कोषबाट तलब उपलब्ध गराउने आश्वासन दिए।",https://eprateekdaily.com/2020/11/09/5258
पाँचजना महिलासहित ४५ जनाद्वारा रक्तदान,स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",वीरगंज,"नेपाल बिजुली पेन्टर प्लम्बर तथा निर्माण मजदूर युनियन, बाराले कलैयामा दिपावली तथा छठ पूजाको अवसरमा आयोजना गरेको रक्तदान कार्यक्रममा पाँचजना महिलासहित ४५ जनाले रक्तदान गरेको रक्तसञ्चार केन्द्र वीरगंजका प्राविधिक धीरेन्द्र झाले बताए।. कलैया उपमहानगरपालिका–२१ भोडाहामा आयोजित रक्तदान कार्यक्रमको युनियनका अध्यक्ष धनेश्वर कुशवाहाले रक्तदान गरेर शुभारम्भ गरेका थिए। कार्यक्रमको उद्घाटन कलैया उपमहानगरपालिका नगरप्रमुख राजेशराय यादवले गरेका थिए।. सीमानन्दन कुशवाहा, शोभादेवी, प्रभादेवी, कुमारीदेवी यादव, निरोज अन्सारी, नोरा खातुन, गजेन्द्र चौधरी, सन्तोष मिश्र, मुकेश साह, विकेस सिंह, सत्येन्द्र यादवलगायतले रक्तदान गरेको प्राविधिक झाले बताए।",https://eprateekdaily.com/2020/11/09/5266
"सरकारी निर्णयको पर्खाइमा आयातकर्ता, सुक्खा बन्दरगाहबाट भिजेको मल उठेन",स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",परवानीपुर,"वीरगंज, श्रीसिया सुक्खा बन्दरगाहमा डेढ महीनादेखि करीब ८ हजार मेट्रिक टन डिएपी मल अलपत्र परेको छ। आयात गर्ने क्रममा कोलकाता र विशाखापट्टनममा समुद्री आँधीको कारण उक्त मल भिजेको अवस्थामा नेपाल भित्रिएको थियो। ड्राइपोर्टमा डिएपी मल अनलोड भएपछि नेपाली आयातकर्ता साल्ट्र ट्रेडिङ र कृषि सामग्री कम्पनी लिमिटेडलाई छटपटी शुरू भएको थियो। साल्ट्र ट्रेडिङ लिमिटेड र कृषि सामग्री कम्पनी लिमिटेडलाई अहिले मल फिर्ता पठाउने कि बिक्रीको लागि गोदाममा भण्डारण गर्ने अलमल छ।. साल्ट्र ट्रेडिड्ढो ६ हजार ८ सय र कृषि सामग्री कम्पनीको १२ सय मेट्रिक टन मल भिजेर ड्राइपोर्ट भन्सारमा आएको हो। करीब ८ हजार टन भिजेको मल ड्राइपोर्ट भन्सारको गोदाममा थन्केकोले अन्य उद्योगी व्यवसायीलाई समान राख्न र लोड–अनलोड गर्न समस्या भइरहेको छ। वीरगंजका उद्योगी सुरेश रुँगटाले निजी क्षेत्रले मगाएको सामान ३ दिनपछि उठेन भने मनपरी जरिवाना र गोदामको भाडा लिने गरिन्छ। तर डेढ महीनादेखि संस्थानले भिजेको मल नउठाउँदा कुनै कारबाही नभएको उनले आरोप लगाए।. साल्ट ट्रेडिङ कम्पनी लिमिटेडका प्रमुख अमोज लामिछानेले उद्योग वाणिज्य आपूर्ति मन्त्रालयले माथिल्लोस्तरमा मल निर्यातकर्ता कम्पनी स्वीस सिङ्गापुरसँग छलफल गरी निर्णय गरेपछि मल फिर्ता पठाउने कि भिœयाउने निक्र्योलमा पुग्ने बताए। कृषि सामग्री कम्पनी लिमिटेड वीरगंज क्षेत्रीय कार्यालयका क्षेत्रीय प्रबन्धक गोरख केसीले सामान पठाउँदा निर्यातकर्ताले सामानको सुरक्षाको जिम्मा लिने भएकोले मल फिर्ता पठाउने नेपाल सरकारले तयारी गरेको बताए।",https://eprateekdaily.com/2020/11/09/5282
थप नौजना सङ्क्रमित,स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",वीरगंज,"पर्सा र बारामा आइतवार ९ जना सङ्क्रमित थपिएका छन्। नारायणी अस्पतालको प्रयोगशालामा ९६ जनाको स्वाब सङ्कलन गरी पिसिआर परीक्षण गर्दा ९ जना सङ्क्रमित थपिएका जिल्ला प्रशासन कार्यालय, पर्साका प्रशासकीय अधिकृत विनयकुमार श्रीवास्तवले बताए। उनले बारामा चारजना र पर्सामा पाँचजना सङ्क्रमित पुष्टि भएको बताएका छन्। पर्सामा सङ्क्रमित पुष्टि हुनेमा बहुदरमाई नपाका एकजना र बाँकी वीरगंज महानगरका छन्।. वीरगंज महानगरपालिका–३ र ४ मा एक–एकजना र वडा नं १० मा दुईजनामा सङ्क्रमण पुष्टि भएको प्रशासकीय अधिकृत श्रीवास्तवले जानकारी गराएका छन्।",https://eprateekdaily.com/2020/11/09/5278
स्वदेशी माछाले विदेशी माछाको आयात रोक्यो,स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",बारा,"स्वदेशी माछा उत्पादनले विदेशबाट आयात हुने माछालाई पछि पारेको छ। विगतमा भारत, बङ्गलादेश, थाइल्यान्ड, चीन, जापानलगायत देशबाट आउने माछाको आयातलाई निरुत्साहित गर्दै नेपाली माछाले बजारमा आप्mनो एकाधिकार बढाउँदै लगेको छ।. यसरी अहिले विदेशी माछाको आयातलाई झन्डै ८५ प्रतिशत घटाएको छ।. देशमा वार्षिक साढे १२ अर्बको स्वदेशी माछा बिक्री हुनेमा बारामा उत्पादित माछाको भूमिका अग्रणी छ। बारामा ६ हजार ८०० हाराहारीमा ठूला साना माछा पोखरीहरूमा माछा उत्पादन हुने गरेको छ। जिल्लाको विभिन्न स्थानमा साढे पैंतीस सय हेक्टर क्षेत्रफलमा पोखरी छन्। जसबाट वार्षिक ३१ हजार मेट्रिक टन माछा उत्पादन हुँदै आएको जिउँदो माछा व्यवसायी सङ्घ, नेपालका केन्द्रीय अध्यक्ष जङ्गबहादुर साहले बताए।. बारामा उत्पादित माछा ३ अर्बभन्दा बढीको बिक्री हुने अध्यक्ष साहले बताए। बारामा व्यावसायिकरूपमा माछापालन गर्दै आएका कृषकहरूको सङ्ख्या ४ हजार ७०० छ। बाराबाट २०६९ सालमा शुरूआत भएको जिउँदो माछा बिक्री कार्यले अहिले विदेशबाट आयात भइरहेको माछामा अघोषित रोक लागेको अध्यक्ष साहले बताए।. बारामा उत्पादित जिउँदो माछा सङ्घीय राजधानी काठमाडौंमा प्रत्येक दिन ६५ देखि ७५ क्विन्टल, पोखरामा १० देखि १५ क्विन्टल बिक्री हँुदै आएको छ। काठमाडौंमा ५८५ स्थानमा, पोखरामा १८ स्थानमा जिउँदो माछा बिक्री पसल सञ्चालनमा रहेको उनले बताए।. जिउँदो माछा ग्राहकको मुख्य रोजाइमा परेको छ। यसको आर्कषण दिन प्रतिदिन बढ्दै गएको उनले बताए। स्वदेशी जिउँदो माछाको बिक्री अघि भारतको आन्ध्र प्रदेशको माछा आउने गरेको थियो। वीरगंज नाकासम्म तीन दिन लाग्ने र त्यसपछि दुई तीन दिन राजधानीलगायत ठाउँमा पु–याउन समय लाग्ने गरेको थियो।. देशभर ८० हजारदेखि ८५ हजार मेट्रिक टन माछा खपत भइरहेको छ। जिउँदो माछा किसानले पोखरीबाट प्रतिकेजी थोकमा रहु, ग्रास, कमन ३५० देखि ३८० रुपियाँ, बिग्रेड, नैनी २६०, सानो नैनी १८० देखि १९० , सिल्वर कार्प २३० देखि २५० रुपियाँ प्रतिकेजी बिक्री हुने गरेको छ। व्यापारीहरूले काठमाडौंमा रहु प्रतिकेजी ५०० मा बिक्री गर्ने गरेका छन्। यसपटक भने लकडाउनको कारण चैत, वैशाखमा पोखरीमा माछाको भुरा राख्नुपर्नेमा राख्न नसकिएको अधिकांश माछा कृषकहरूको गुनासो छ।. माछालाई चाहिने आहारा–दाना, भिटामिनलगायत वस्तु नपाउँदा समस्या थपिएको जसले गर्दा भाडामा लिएर माछा पालन गरेका कृषकहरूलाई ठूलो आर्थिक समस्या थपिएको कोल्हवी नगरपालिका– ५ का रामअयोध्या चौधरीले भने। माछा पालनलाई व्यावसायिकरूपमा अघि बढाउने कृषकहरूले सबै खर्च कटाएर प्रतिबिघा वार्षिक ५ देखि ७ लाख आम्दानी गर्छन्। प्रतिबिघा अढाई तीन लाख लागत लाग्ने माछा कृषक बताउँछन्।. माछापालक कृषकलाई स्थानीय तह, राज्यले अझै सुविधा उपलब्ध गराए यसतर्फ आकर्षण बढ्ने कोल्हवी नपा बोधवनका पुराना माछा कृषक रामप्रसाद चिमरियाले बताए।. जिउँदो माछा नपुगेको दुर्गम क्षेत्रमा बरफमा संरक्ष्Fण गरेको माछा तराईबाट लैजाने व्यवस्था मिलाउन सरकारसँग माग गर्दै आएको जिउँदो माछा व्यवसायी सङ्घ, नेपालका केन्द्रीय अध्यक्ष साहले बताए।. लकडाउन अघि नेपाली माछा भारतमा ३५ प्रतिशत निर्यात हुँदै आएको तर लकडाउनपछि सीमा सिल भएपछि रोकिएको बताए। माछा बजारको स्थानीय तहलगायत राज्यका नियमनकारी निकायले अनुगमन गरी स्वदेशी उत्पादनलाई बढावा दिन सके कृषकको आर्थिक अवस्थामा थप मदत पुग्ने उनले बताए।",https://eprateekdaily.com/2020/11/09/5272
राजतन्त्रको माग गर्दै वीरगंजमा प्रदर्शन,स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",वीरगंज,"नेपाल राष्ट्रवाद सङ्घ पर्साले आइतवार वीरगंजमा राजतन्त्रको माग गर्दै प्रदर्शन गरेको छ। घण्टाघरमा भेला भएका राजा समर्थकहरूले डिजे बजाएर राजतन्त्रको पक्षमा –याली र गणतन्त्रको विरोधमा नगरमा प्रदर्शन गरेका थिए। नेतातन्त्र चाहिंदैन, नेपालीको रगत चुस्न पाइँदैन, नेता चोर देश छोड, राजतन्त्र जिन्दाबाद, गणतन्त्र मुर्दाबादजस्ता नारा लगाएका थिए। घण्टाघरबाट निस्केको –याली मेनरोड हुँदै बिर्ता पुगेर २ नम्बर सडक भएर पुनः घण्टाघरमा पुगेर कोणसभा गरेको थियो।. कोणसभामा बोल्दै नेपाल राष्ट्रवाद सङ्घका अध्यक्ष जनकलाल साह, केन्द्रीय सदस्य पृथ्वी झा र जिल्ला अध्यक्ष सङ्गीता साहले अब राजाको विकल्प नरहेको दाबी गरे। उनीहरूले राजालाई गद्दीमा बस्न लगाएर मुलुकको समस्या समाधान हुने बताए। राजाहरूले बेरोजगारी हटाउन विदेशबाट ल्याएर स्थापना गरेको कलकारखाना बिक्री गर्ने नेताहरूले अहिले देश बिक्री गर्न लागेको आरोप लगाए। युवाहरू रोजगारका लागि विदेशिनुपरेको र स्वदेशमा भएका कलकारखाना बिक्री गरिएको घटनाले पनि राजामा देशभक्ति र नेताहरू केवल स्वार्थमा लिप्त रहेको उनीहरूको आरोप थियो। नेताहरूसँग देश विकासको कुनै योजना नभएकोले बेलाबेलामा गुटबन्दी गरेर सत्तामा टाँसिइरहन खोजेको बताएका थिए।",https://eprateekdaily.com/2020/11/09/5269
चुरे संरक्षणका अगुवा भेला सम्पन्न,स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",वीरगंज,"चुरे संरक्षणका पक्ष्धर अगुवाहरूको पर्सा भेला वीरगंजमा सम्पन्न भएको छ। सम्पन्न भेलाले चुरे संरक्षण तथा पर्यटन प्रवद्र्धन फाउन्डेशन नेपाल, पर्साको कार्य समिति गठन गरेको छ। अमिताभ बच्चन दासको अध्यक्षतामा गठित ११ सदस्यीय समितिको उपाध्यक्ष दिनेश यादव, सदस्य सचिव सुनील रौनियार, कोषाध्यक्ष जुनु तामाड्ढा साथै सदस्यहरू बालकुमार बस्नेत, मानबहादुर श्रेष्ठ, अष्ट लोपचन, तबरेज अहमद, विनोद चौधरी, अनुखा सुनुवार र सन्ध्या पटेल चयन भएका छन्।. कार्यक्रमका मुख्य अतिथि चुरे संरक्षणका अभियन्ता युवराज लामाले प्रकृतिको संरक्षण नै मानव जातिको संरक्षण हो भन्दै चुरे क्षेत्रलाई बचाउन सबै पक्ष एक भएर लाग्न आह्वान गरे। राष्ट्रिय खेलकूद परिषद्का पूर्व सचिव तथा वरिष्ठ चलचित्रकर्मीसमेत रहेका लामाले तराई र पहाडको सङ्गमस्थल चुरे भएकोले यसलाई पूर्णरूपले जीवित गराई दुवै क्षेत्रको सांस्कृतिक सङ्गमस्थलको रूपमा विकास गर्न सके पर्यटनको प्रचुर सम्भावना रहेको बताए।. सो अवसरमा विशिष्ट अतिथि पर्याटन व्यवसायी तथा होटल व्यवसायी सङ्घ बाराका अध्यक्ष मोहन शर्मा, युवा अगुवा बालकृष्ण श्रेष्ठलगायतले शुभकामना मन्तव्य व्यक्त गरेका थिए।",https://eprateekdaily.com/2020/11/09/5260
पटाकासहित दुईजना पक्राउ,स्थानीय,प्रतीक दैनिक,"कार्तिक २४, २०७७",वीरगंज,,https://eprateekdaily.com/2020/11/09/5306
